review_id,actual_stars,v1_predicted_stars,v1_valid_json,v1_explanation,v1_raw_output,v2_predicted_stars,v2_valid_json,v2_explanation,v2_raw_output,v3_predicted_stars,v3_valid_json,v3_explanation,v3_raw_output
88,4,5,True,Reviewer enjoyed the food greatly,"{""predicted_stars"": 5, ""explanation"": ""Reviewer enjoyed the food greatly""}",5,True,Excellent food quality,"{""predicted_stars"": 5, ""explanation"": ""Excellent food quality""}",5,True,Very positive review,"{""predicted_stars"": 5, ""explanation"": ""Very positive review""}"
89,3,4,True,Mostly positive with some limitations,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with some limitations""}",4,True,Good experience overall.,"{""predicted_stars"": 4, ""explanation"": ""Good experience overall.""}",4,True,Generally positive with some minor limitations,"{""predicted_stars"": 4, ""explanation"": ""Generally positive with some minor limitations""}"
90,4,5,True,Reviewer had great experience.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer had great experience.""}",5,True,Great experience overall,"{
    ""predicted_stars"": 5,
    ""explanation"": ""Great experience overall""
}",5,True,Very positive experience with great food and wine,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with great food and wine""}"
91,3,2,True,Mostly negative experience,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative experience""}",3,True,Average experience overall.,"{""predicted_stars"": 3, ""explanation"": ""Average experience overall.""}",2,True,Mixed experience with multiple issues,"{""predicted_stars"": 2, ""explanation"": ""Mixed experience with multiple issues""}"
92,3,3,True,Neutral tone in review title,"{""predicted_stars"": 3, ""explanation"": ""Neutral tone in review title""}",1,True,No details given,"{""predicted_stars"": 1, ""explanation"": ""No details given""}",2,True,Negative comparison,"{""predicted_stars"": 2, ""explanation"": ""Negative comparison""}"
93,5,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",5,True,Excellent experience overall,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience overall""}",5,True,Excellent experience with great food and service.,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with great food and service.""}"
94,4,4,True,Nice staff and good coffee,"{""predicted_stars"": 4, ""explanation"": ""Nice staff and good coffee""}",4,True,Nice staff and good coffee,"{""predicted_stars"": 4, ""explanation"": ""Nice staff and good coffee""}",4,True,Positive experience with minor issues absent,"{""predicted_stars"": 4, ""explanation"": ""Positive experience with minor issues absent""}"
95,5,5,True,Extremely positive review with high praise.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review with high praise.""}",5,True,Excellent food and service,"{""predicted_stars"": 5, ""explanation"": ""Excellent food and service""}",5,True,Extremely positive experience,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive experience""}"
96,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor pool complaint,"{""predicted_stars"": 4, ""explanation"": ""Minor pool complaint""}",4,True,Great experience with minor pool issue,"{""predicted_stars"": 4, ""explanation"": ""Great experience with minor pool issue""}"
97,4,5,True,Always clean and well stocked.,"{""predicted_stars"": 5, ""explanation"": ""Always clean and well stocked.""}",5,True,Always clean and well stocked.,"{""predicted_stars"": 5, ""explanation"": ""Always clean and well stocked.""}",5,True,Consistently positive experience,"{""predicted_stars"": 5, ""explanation"": ""Consistently positive experience""}"
98,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Mostly positive experience,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive experience""}",4,True,Mostly positive experience with minor food issue.,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive experience with minor food issue.""}"
99,2,2,True,Mostly negative review,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative review""}",2,True,Overpriced,"{""predicted_stars"": 2, ""explanation"": ""Overpriced""}",2,True,Tasty but overpriced,"{""predicted_stars"": 2, ""explanation"": ""Tasty but overpriced""}"
100,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,"Minor complaints, mostly positive","{
    ""predicted_stars"": 4,
    ""explanation"": ""Minor complaints, mostly positive""
}",4,True,Mostly positive experience with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive experience with minor issues""}"
101,5,5,True,Reviewer loves the venue,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the venue""}",5,True,Reviewer loves venue,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves venue""}",5,True,Glowing review with high praise,"{""predicted_stars"": 5, ""explanation"": ""Glowing review with high praise""}"
102,4,5,True,Extremely positive review.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review.""}",5,True,Excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience""}",5,True,Excellent experience with great food and atmosphere,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with great food and atmosphere""}"
103,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",2,True,Not recommended,"{""predicted_stars"": 2, ""explanation"": ""Not recommended""}",3,True,Mixed review with some positives and negatives.,"{""predicted_stars"": 3, ""explanation"": ""Mixed review with some positives and negatives.""}"
104,2,2,True,Very negative service experience,"{""predicted_stars"": 2, ""explanation"": ""Very negative service experience""}",2,True,Rude service,"{""predicted_stars"": 2, ""explanation"": ""Rude service""}",2,True,Loyal customer turned off by poor service,"{""predicted_stars"": 2, ""explanation"": ""Loyal customer turned off by poor service""}"
105,3,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,"Great service, some issues","{""predicted_stars"": 4, ""explanation"": ""Great service, some issues""}",4,True,Mostly positive experience with a major product issue.,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive experience with a major product issue.""}"
106,1,1,True,Very negative review with harsh criticism,"{""predicted_stars"": 1, ""explanation"": ""Very negative review with harsh criticism""}",1,True,Extremely negative review,"{""predicted_stars"": 1, ""explanation"": ""Extremely negative review""}",1,True,Extremely negative review with strong insults,"{""predicted_stars"": 1, ""explanation"": ""Extremely negative review with strong insults""}"
107,2,2,True,Mostly negative due to hidden charges,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative due to hidden charges""}",2,True,Hidden fees caused dissatisfaction,"{""predicted_stars"": 2, ""explanation"": ""Hidden fees caused dissatisfaction""}",2,True,Negative experience with hidden charges,"{""predicted_stars"": 2, ""explanation"": ""Negative experience with hidden charges""}"
108,5,5,True,Reviewer loves the place and service.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the place and service.""}",5,True,Excellent overall experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent overall experience""}",5,True,Very positive review with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with no complaints.""}"
109,5,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",5,True,Excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience""}",5,True,Excellent experience with great food and service,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with great food and service""}"
110,4,5,True,Reviewer loves the food and service.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the food and service.""}",5,True,Excellent food and service,"{""predicted_stars"": 5, ""explanation"": ""Excellent food and service""}",5,True,Very positive review with minor complaints.,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with minor complaints.""}"
111,4,5,True,Extremely positive review with great food.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review with great food.""}",5,True,All aspects praised,"{""predicted_stars"": 5, ""explanation"": ""All aspects praised""}",5,True,Very positive review with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with no complaints.""}"
112,4,5,True,Reviewer loves the store's products and services.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the store's products and services.""}",5,True,Excellent service and selection.,"{""predicted_stars"": 5, ""explanation"": ""Excellent service and selection.""}",5,True,Very positive experience with excellent products,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with excellent products""}"
113,3,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor complaints exist,"{
    ""predicted_stars"": 4,
    ""explanation"": ""Minor complaints exist""
}",4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}"
114,5,5,True,Reviewer loves the sushi place.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the sushi place.""}",5,True,Excellent overall experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent overall experience""}",5,True,Very positive review with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with no complaints.""}"
115,4,5,True,Reviewer praises the pizzeria highly.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer praises the pizzeria highly.""}",5,True,Reviewer loves the place,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the place""}",5,True,Strongly positive review,"{""predicted_stars"": 5, ""explanation"": ""Strongly positive review""}"
116,3,3,True,Mixed review with some positive aspects,"{""predicted_stars"": 3, ""explanation"": ""Mixed review with some positive aspects""}",3,True,Average experience overall,"{""predicted_stars"": 3, ""explanation"": ""Average experience overall""}",3,True,Mixed review with neutral experience,"{""predicted_stars"": 3, ""explanation"": ""Mixed review with neutral experience""}"
117,1,2,True,Mostly negative review,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative review""}",2,True,Not recommended due issues,"{""predicted_stars"": 2, ""explanation"": ""Not recommended due issues""}",2,True,Mostly negative experience with multiple issues,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative experience with multiple issues""}"
118,5,5,True,Reviewer loves the coffee shop.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the coffee shop.""}",5,True,Reviewer loves Coffee Bean,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves Coffee Bean""}",5,True,Extremely positive review with love,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review with love""}"
119,3,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor complaint about veggies,"{""predicted_stars"": 4, ""explanation"": ""Minor complaint about veggies""}",4,True,Mostly positive with minor suggestions,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor suggestions""}"
120,1,1,True,Very negative experience,"{""predicted_stars"": 1, ""explanation"": ""Very negative experience""}",1,True,Terrible experience overall,"{""predicted_stars"": 1, ""explanation"": ""Terrible experience overall""}",1,True,Extremely negative experience,"{""predicted_stars"": 1, ""explanation"": ""Extremely negative experience""}"
121,5,5,True,Extremely positive review with glowing praise.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review with glowing praise.""}",5,True,Excellent experience overall.,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience overall.""}",5,True,Extremely positive review with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review with no complaints.""}"
122,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor complaint about spice,"{""predicted_stars"": 4, ""explanation"": ""Minor complaint about spice""}",4,True,Positive experience with minor food issue,"{""predicted_stars"": 4, ""explanation"": ""Positive experience with minor food issue""}"
123,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Clean and speedy service,"{""predicted_stars"": 4, ""explanation"": ""Clean and speedy service""}",4,True,Generally positive with minor comparisons,"{""predicted_stars"": 4, ""explanation"": ""Generally positive with minor comparisons""}"
124,4,5,True,Reviewer had a great experience,"{""predicted_stars"": 5, ""explanation"": ""Reviewer had a great experience""}",5,True,Great experience overall,"{""predicted_stars"": 5, ""explanation"": ""Great experience overall""}",5,True,Very positive experience,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience""}"
125,4,5,True,Reviewer loves the food and drinks.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the food and drinks.""}",5,True,Excellent food and service.,"{""predicted_stars"": 5, ""explanation"": ""Excellent food and service.""}",5,True,Very positive review with minor service issue,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with minor service issue""}"
126,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor complaints overall,"{
    ""predicted_stars"": 4,
    ""explanation"": ""Minor complaints overall""
}",4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}"
127,4,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",5,True,Excellent experience overall,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience overall""}",5,True,Extremely positive experience with minor issues.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive experience with minor issues.""}"
128,5,5,True,Reviewer praises the theater highly,"{""predicted_stars"": 5, ""explanation"": ""Reviewer praises the theater highly""}",5,True,Strongly recommended,"{""predicted_stars"": 5, ""explanation"": ""Strongly recommended""}",5,True,Strongly positive review,"{""predicted_stars"": 5, ""explanation"": ""Strongly positive review""}"
129,4,5,True,Very positive review with excellent food,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with excellent food""}",5,True,Excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience""}",5,True,Very positive experience with excellent food,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with excellent food""}"
130,3,4,True,Mixed review with some positive experiences,"{""predicted_stars"": 4, ""explanation"": ""Mixed review with some positive experiences""}",3,True,Mixed experience overall.,"{""predicted_stars"": 3, ""explanation"": ""Mixed experience overall.""}",3,True,Mixed review with some positives and negatives,"{""predicted_stars"": 3, ""explanation"": ""Mixed review with some positives and negatives""}"
131,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor complaint about music,"{
    ""predicted_stars"": 4,
    ""explanation"": ""Minor complaint about music""
}",4,True,Positive experience with minor music issue,"{""predicted_stars"": 4, ""explanation"": ""Positive experience with minor music issue""}"
132,3,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor complaints overall.,"{""predicted_stars"": 4, ""explanation"": ""Minor complaints overall.""}",4,True,Generally positive with minor suggestions,"{""predicted_stars"": 4, ""explanation"": ""Generally positive with minor suggestions""}"
133,4,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",4,True,Great food and value,"{""predicted_stars"": 4, ""explanation"": ""Great food and value""}",5,True,Very positive experience with great food,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with great food""}"
134,5,5,True,Reviewer had excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Reviewer had excellent experience""}",5,True,Excellent service,"{""predicted_stars"": 5, ""explanation"": ""Excellent service""}",5,True,Very positive experience with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with no complaints.""}"
135,5,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",5,True,Excellent service and food.,"{""predicted_stars"": 5, ""explanation"": ""Excellent service and food.""}",5,True,Excellent experience with great food and service.,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with great food and service.""}"
136,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,"Good food, uninterested service","{
    ""predicted_stars"": 4,
    ""explanation"": ""Good food, uninterested service""
}",4,True,Generally positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Generally positive with minor issues""}"
137,3,4,True,Mostly positive review,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive review""}",4,True,Great local course,"{""predicted_stars"": 4, ""explanation"": ""Great local course""}",4,True,Generally positive with minor limitations,"{""predicted_stars"": 4, ""explanation"": ""Generally positive with minor limitations""}"
138,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor complaints,"{
    ""predicted_stars"": 4,
    ""explanation"": ""Minor complaints""
}",4,True,Mostly positive experience with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive experience with minor issues""}"
139,4,5,True,Very positive review with minor issues.,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with minor issues.""}",5,True,Excellent service and food.,"{""predicted_stars"": 5, ""explanation"": ""Excellent service and food.""}",5,True,Very positive experience with friendly service,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with friendly service""}"
140,1,2,True,Mostly negative review with some positive notes,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative review with some positive notes""}",2,True,Not recommended for adults.,"{""predicted_stars"": 2, ""explanation"": ""Not recommended for adults.""}",2,True,Mostly negative with some minor positives,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative with some minor positives""}"
141,5,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",5,True,Excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience""}",5,True,Extremely positive experience with consistent quality.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive experience with consistent quality.""}"
142,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Good but not great,"{""predicted_stars"": 4, ""explanation"": ""Good but not great""}",3,True,Mixed review with balanced positives and negatives.,"{""predicted_stars"": 3, ""explanation"": ""Mixed review with balanced positives and negatives.""}"
143,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Mostly positive review,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive review""}",4,True,Mostly positive with minor wine complaint,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor wine complaint""}"
144,3,2,True,Mixed review with mostly negative sentiment,"{""predicted_stars"": 2, ""explanation"": ""Mixed review with mostly negative sentiment""}",3,True,Average experience overall.,"{""predicted_stars"": 3, ""explanation"": ""Average experience overall.""}",2,True,Mixed review with more negatives,"{""predicted_stars"": 2, ""explanation"": ""Mixed review with more negatives""}"
145,5,5,True,Extremely positive review.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review.""}",5,True,Excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience""}",5,True,Extremely positive experience,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive experience""}"
146,5,5,True,Review is extremely positive,"{""predicted_stars"": 5, ""explanation"": ""Review is extremely positive""}",5,True,Excellent service and food.,"{""predicted_stars"": 5, ""explanation"": ""Excellent service and food.""}",5,True,Excellent experience with great service and food.,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with great service and food.""}"
147,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Nice place for coffee,"{""predicted_stars"": 4, ""explanation"": ""Nice place for coffee""}",4,True,Generally positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Generally positive with minor issues""}"
148,4,5,True,Reviewer loves the food and service.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the food and service.""}",4,True,Minor complaint about pork,"{""predicted_stars"": 4, ""explanation"": ""Minor complaint about pork""}",5,True,Excellent experience with minor personal preference issue,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with minor personal preference issue""}"
149,3,5,True,Review is extremely positive overall,"{""predicted_stars"": 5, ""explanation"": ""Review is extremely positive overall""}",5,True,Excellent service,"{""predicted_stars"": 5, ""explanation"": ""Excellent service""}",5,True,Very positive experience with great food and service,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with great food and service""}"
150,4,5,True,Reviewer loves the pizza,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the pizza""}",5,True,Excellent NY style pizza,"{""predicted_stars"": 5, ""explanation"": ""Excellent NY style pizza""}",5,True,Excellent pizza quality and nostalgic experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent pizza quality and nostalgic experience""}"
151,5,5,True,Exceptional experience at gardens,"{""predicted_stars"": 5, ""explanation"": ""Exceptional experience at gardens""}",5,True,Strongly recommended,"{""predicted_stars"": 5, ""explanation"": ""Strongly recommended""}",5,True,Exceptional experience with unique features,"{""predicted_stars"": 5, ""explanation"": ""Exceptional experience with unique features""}"
152,5,5,True,Extremely positive review.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review.""}",5,True,Excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience""}",5,True,Excellent experience with great food and beer,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with great food and beer""}"
153,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Mostly positive experience,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive experience""}",4,True,Good food and prices with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Good food and prices with minor issues""}"
154,2,2,True,Mostly negative review due to poor service,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative review due to poor service""}",2,True,Poor service and overpriced,"{""predicted_stars"": 2, ""explanation"": ""Poor service and overpriced""}",2,True,Decent food with poor service issues,"{""predicted_stars"": 2, ""explanation"": ""Decent food with poor service issues""}"
155,5,5,True,Reviewer had excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Reviewer had excellent experience""}",5,True,Excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience""}",5,True,Excellent experience with great acting,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with great acting""}"
156,4,5,True,Review is extremely positive,"{""predicted_stars"": 5, ""explanation"": ""Review is extremely positive""}",5,True,Excellent experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience""}",5,True,Very positive review with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with no complaints.""}"
157,1,1,True,Reviewer hated the experience,"{""predicted_stars"": 1, ""explanation"": ""Reviewer hated the experience""}",1,True,Disgusting food,"{""predicted_stars"": 1, ""explanation"": ""Disgusting food""}",1,True,Extremely negative experience with bad food,"{""predicted_stars"": 1, ""explanation"": ""Extremely negative experience with bad food""}"
158,2,2,True,Mostly negative review due to high prices,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative review due to high prices""}",2,True,Overpriced and pretentious,"{""predicted_stars"": 2, ""explanation"": ""Overpriced and pretentious""}",2,True,Mostly negative experience with high prices,"{""predicted_stars"": 2, ""explanation"": ""Mostly negative experience with high prices""}"
159,3,3,True,Mixed review with some positive comments,"{""predicted_stars"": 3, ""explanation"": ""Mixed review with some positive comments""}",3,True,Mixed feelings overall.,"{""predicted_stars"": 3, ""explanation"": ""Mixed feelings overall.""}",3,True,Neutral review with mixed positives and negatives.,"{""predicted_stars"": 3, ""explanation"": ""Neutral review with mixed positives and negatives.""}"
160,4,5,True,Reviewer praises food and drinks highly.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer praises food and drinks highly.""}",5,True,Always reliably good,"{
    ""predicted_stars"": 5,
    ""explanation"": ""Always reliably good""
}",5,True,Very positive review with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with no complaints.""}"
161,2,1,True,Very negative experience,"{""predicted_stars"": 1, ""explanation"": ""Very negative experience""}",1,True,Broken down car,"{""predicted_stars"": 1, ""explanation"": ""Broken down car""}",1,True,Extremely negative experience with car trouble,"{""predicted_stars"": 1, ""explanation"": ""Extremely negative experience with car trouble""}"
162,1,1,True,Very negative service experience,"{""predicted_stars"": 1, ""explanation"": ""Very negative service experience""}",2,True,Poor service and okay food.,"{""predicted_stars"": 2, ""explanation"": ""Poor service and okay food.""}",2,True,Poor service and mediocre food,"{""predicted_stars"": 2, ""explanation"": ""Poor service and mediocre food""}"
163,4,5,True,Extremely positive review with happy experience,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review with happy experience""}",5,True,Everyone left happy,"{""predicted_stars"": 5, ""explanation"": ""Everyone left happy""}",5,True,Strongly positive experience,"{""predicted_stars"": 5, ""explanation"": ""Strongly positive experience""}"
164,4,5,True,Reviewer loved the place.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loved the place.""}",4,True,Meets expectations.,"{
    ""predicted_stars"": 4,
    ""explanation"": ""Meets expectations.""
}",5,True,Very positive experience with many strengths,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with many strengths""}"
165,5,5,True,Extremely positive review,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review""}",5,True,Perfect meal,"{""predicted_stars"": 5, ""explanation"": ""Perfect meal""}",5,True,Excellent experience with no complaints.,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with no complaints.""}"
166,4,5,True,Reviewer loves the freshness,"{""predicted_stars"": 5, ""explanation"": ""Reviewer loves the freshness""}",5,True,"Fresh food, highly recommended","{""predicted_stars"": 5, ""explanation"": ""Fresh food, highly recommended""}",5,True,Very positive review with high praise,"{""predicted_stars"": 5, ""explanation"": ""Very positive review with high praise""}"
167,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Mostly positive experience,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive experience""}",4,True,Generally positive with minor quality issue,"{""predicted_stars"": 4, ""explanation"": ""Generally positive with minor quality issue""}"
168,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor complaints exist,"{""predicted_stars"": 4, ""explanation"": ""Minor complaints exist""}",5,True,Excellent experience with minor room issues,"{""predicted_stars"": 5, ""explanation"": ""Excellent experience with minor room issues""}"
169,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Minor complaints overall,"{""predicted_stars"": 4, ""explanation"": ""Minor complaints overall""}",4,True,Mostly positive experience with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive experience with minor issues""}"
170,3,5,True,Reviewer recommends for kids.,"{""predicted_stars"": 5, ""explanation"": ""Reviewer recommends for kids.""}",4,True,Recommended for kids.,"{""predicted_stars"": 4, ""explanation"": ""Recommended for kids.""}",4,True,Positive experience for kids,"{""predicted_stars"": 4, ""explanation"": ""Positive experience for kids""}"
171,3,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Mostly positive experience,"{
    ""predicted_stars"": 4,
    ""explanation"": ""Mostly positive experience""
}",3,True,Mixed review with some positives and negatives.,"{""predicted_stars"": 3, ""explanation"": ""Mixed review with some positives and negatives.""}"
172,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,"Great food, minor complaints","{""predicted_stars"": 4, ""explanation"": ""Great food, minor complaints""}",4,True,"Great food, minor atmosphere issues","{""predicted_stars"": 4, ""explanation"": ""Great food, minor atmosphere issues""}"
173,5,5,True,Extremely positive review with minor issues.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review with minor issues.""}",5,True,Excellent tour experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent tour experience""}",5,True,Glowing review with minor criticism,"{""predicted_stars"": 5, ""explanation"": ""Glowing review with minor criticism""}"
174,5,5,True,Extremely positive review.,"{""predicted_stars"": 5, ""explanation"": ""Extremely positive review.""}",5,True,Excellent service and experience,"{""predicted_stars"": 5, ""explanation"": ""Excellent service and experience""}",5,True,Exceptional experience with excellent service,"{""predicted_stars"": 5, ""explanation"": ""Exceptional experience with excellent service""}"
175,4,4,True,Mostly positive with minor issues,"{""predicted_stars"": 4, ""explanation"": ""Mostly positive with minor issues""}",4,True,Great food and service,"{""predicted_stars"": 4, ""explanation"": ""Great food and service""}",5,True,Very positive experience with great food,"{""predicted_stars"": 5, ""explanation"": ""Very positive experience with great food""}"
